Student_ID,Programme,Entry_Level,Entry_Year,Total_Credits,Year_3_GPA,Year_4_GPA,Final_GPA,Degree_Classification,Graduation_Date,Graduation_Status
10000317,Business Management,1,2018/19,360,14.6,14.82,14.71,Borderline 2.2/2.1,2022-06-30,Graduated
10000318,Business Management,1,2018/19,360,6.56,6.62,6.59,Fail,2022-06-30,Deferred
10000319,Business Management,1,2018/19,360,11.21,9.25,10.23,Third Class Honours,2022-06-30,Graduated
10000320,Business Management,3,2018/19,120,20.58,19.61,20.09,First Class Honours,2020-06-30,Graduated
10000321,Business Management,1,2018/19,360,14.75,15.34,15.05,Upper Second Class Honours,2022-06-30,Graduated
10000323,Business Management,3,2018/19,120,19.37,14.82,17.1,Upper Second Class Honours,2020-06-30,Pending
10000324,Business Management,1,2018/19,360,10.86,10.16,10.51,Third Class Honours,2022-06-30,Graduated
10000325,Business Management,1,2018/19,360,10.29,11.74,11.02,Third Class Honours,2022-06-30,Graduated
10000327,Business Management,1,2018/19,360,9.83,9.25,9.54,Third Class Honours,2022-06-30,Pending
10000328,Business Management,1,2018/19,360,8.91,10.54,9.73,Third Class Honours,2022-06-30,Graduated
10000329,Business Management,1,2018/19,360,15.23,15.43,15.33,Upper Second Class Honours,2022-06-30,Graduated
10000330,Business Management,1,2018/19,360,20.08,20.79,20.44,First Class Honours,2022-06-30,Graduated
10000331,Business Management,1,2018/19,360,20.09,20.48,20.28,First Class Honours,2022-06-30,Graduated
10000332,Business Management,2,2018/19,240,7.71,5.92,6.81,Fail,2021-06-30,Deferred
10000333,Business Management,1,2018/19,360,6.21,7.88,7.05,Fail,2022-06-30,Deferred
10000334,Business Management,1,2018/19,360,12.33,12.75,12.54,Lower Second Class Honours,2022-06-30,Graduated
10000335,Business Management,1,2018/19,360,11.8,12.45,12.12,Lower Second Class Honours,2022-06-30,Graduated
10000336,Business Management,2,2018/19,240,10.97,11.58,11.27,Third Class Honours,2021-06-30,Graduated
10000337,Business Management,2,2018/19,240,20.16,19.59,19.88,First Class Honours,2021-06-30,Graduated
10000338,Business Management,1,2018/19,360,19.64,19.59,19.62,First Class Honours,2022-06-30,Graduated
10000339,Business Management,1,2018/19,360,15.17,14.75,14.96,Borderline 2.2/2.1,2022-06-30,Graduated
10000340,Business Management,1,2018/19,360,6.41,5.18,5.79,Fail,2022-06-30,Deferred
10000341,Business Management,3,2018/19,120,10.43,11.38,10.91,Third Class Honours,2020-06-30,Graduated
10000342,Business Management,1,2018/19,360,5.0,5.29,5.14,Fail,2022-06-30,Deferred
10000343,Business Management,1,2018/19,360,7.42,7.12,7.27,Fail,2022-06-30,Deferred
10000344,Business Management,1,2018/19,360,11.29,14.59,12.94,Lower Second Class Honours,2022-06-30,Graduated
10000346,Business Management,1,2018/19,360,20.02,20.34,20.18,First Class Honours,2022-06-30,Graduated
10000347,Business Management,3,2018/19,120,11.86,11.57,11.71,Borderline 3rd/2.2,2020-06-30,Graduated
10000348,Business Management,1,2018/19,360,6.22,6.36,6.29,Fail,2022-06-30,Deferred
10000349,Business Management,1,2018/19,360,14.64,11.92,13.28,Lower Second Class Honours,2022-06-30,Pending
10000350,Business Management,1,2018/19,360,9.15,11.98,10.57,Third Class Honours,2022-06-30,Graduated
10000351,Business Management,1,2018/19,360,15.49,13.99,14.74,Borderline 2.2/2.1,2022-06-30,Graduated
10000352,Business Management,1,2018/19,360,3.2,5.08,4.14,Fail,2022-06-30,Deferred
10000353,Business Management,1,2018/19,360,7.02,6.7,6.86,Fail,2022-06-30,Deferred
10000354,Business Management,1,2018/19,360,4.8,6.6,5.7,Fail,2022-06-30,Deferred
10000355,Business Management,1,2018/19,360,10.61,11.62,11.11,Third Class Honours,2022-06-30,Graduated
10000356,Business Management,1,2018/19,360,5.79,5.28,5.53,Fail,2022-06-30,Deferred
10000357,Business Management,1,2018/19,360,19.82,19.97,19.9,First Class Honours,2022-06-30,Graduated
10000358,Business Management,1,2018/19,360,11.56,12.38,11.97,Borderline 3rd/2.2,2022-06-30,Graduated
10000359,Business Management,1,2018/19,360,14.78,14.66,14.72,Borderline 2.2/2.1,2022-06-30,Graduated
10000360,Business Management,1,2018/19,360,6.42,6.81,6.61,Fail,2022-06-30,Deferred
10000361,Business Management,1,2018/19,360,10.38,10.34,10.36,Third Class Honours,2022-06-30,Graduated
10000362,Business Management,2,2018/19,240,4.45,8.73,6.59,Fail,2021-06-30,Deferred
10000363,Business Management,1,2018/19,360,12.0,11.85,11.93,Borderline 3rd/2.2,2022-06-30,Graduated
10000364,Business Management,1,2018/19,360,15.43,14.7,15.06,Upper Second Class Honours,2022-06-30,Graduated
10000365,Business Management,1,2018/19,360,9.04,10.3,9.67,Third Class Honours,2022-06-30,Graduated
10000366,Business Management,1,2018/19,360,14.66,19.49,17.07,Upper Second Class Honours,2022-06-30,Graduated
10000367,Business Management,1,2018/19,360,4.95,4.96,4.96,Fail,2022-06-30,Deferred
10000368,Business Management,2,2018/19,240,6.55,5.06,5.8,Fail,2021-06-30,Deferred
10000369,Business Management,1,2018/19,360,15.23,14.26,14.74,Borderline 2.2/2.1,2022-06-30,Graduated
10000370,Business Management,1,2018/19,360,11.11,10.19,10.65,Third Class Honours,2022-06-30,Graduated
10000371,Business Management,1,2018/19,360,14.5,15.24,14.87,Borderline 2.2/2.1,2022-06-30,Graduated
10000372,Business Management,1,2018/19,360,15.71,14.37,15.04,Upper Second Class Honours,2022-06-30,Graduated
10000373,Business Management,1,2018/19,360,10.43,9.85,10.14,Third Class Honours,2022-06-30,Graduated
10000374,Business Management,1,2018/19,360,15.16,13.59,14.38,Lower Second Class Honours,2022-06-30,Graduated
10000376,Business Management,1,2018/19,360,14.38,15.81,15.1,Upper Second Class Honours,2022-06-30,Graduated
10000377,Business Management,1,2018/19,360,15.34,15.21,15.28,Upper Second Class Honours,2022-06-30,Graduated
10000378,Business Management,1,2018/19,360,7.43,7.77,7.6,Fail,2022-06-30,Deferred
10000380,Business Management,1,2018/19,360,14.43,15.94,15.18,Upper Second Class Honours,2022-06-30,Graduated
10000381,Business Management,1,2018/19,360,8.46,10.31,9.38,Third Class Honours,2022-06-30,Pending
10000382,Business Management,1,2018/19,360,14.88,15.63,15.25,Upper Second Class Honours,2022-06-30,Graduated
10000383,Business Management,1,2018/19,360,4.87,5.05,4.96,Fail,2022-06-30,Deferred
10000384,Business Management,2,2018/19,240,10.76,8.06,9.41,Third Class Honours,2021-06-30,Pending
10000385,Business Management,1,2018/19,360,3.61,5.14,4.37,Fail,2022-06-30,Deferred
10000387,Business Management,1,2018/19,360,3.9,5.64,4.77,Fail,2022-06-30,Deferred
10000388,Business Management,1,2018/19,360,14.09,15.25,14.67,Borderline 2.2/2.1,2022-06-30,Graduated
10000389,Business Management,1,2018/19,360,5.75,4.78,5.27,Fail,2022-06-30,Deferred
10000390,Business Management,1,2018/19,360,15.81,14.85,15.33,Upper Second Class Honours,2022-06-30,Graduated
10000391,Business Management,1,2018/19,360,20.16,20.55,20.35,First Class Honours,2022-06-30,Graduated
10000392,Business Management,1,2018/19,360,15.69,14.01,14.85,Borderline 2.2/2.1,2022-06-30,Graduated
10000393,Business Management,1,2018/19,360,10.91,11.06,10.99,Third Class Honours,2022-06-30,Graduated
10000394,Business Management,1,2018/19,360,14.77,14.37,14.57,Borderline 2.2/2.1,2022-06-30,Graduated
10000396,Business Management,2,2018/19,240,11.29,10.3,10.8,Third Class Honours,2021-06-30,Graduated
10000397,Business Management,1,2018/19,360,15.2,14.37,14.79,Borderline 2.2/2.1,2022-06-30,Graduated
10000398,Business Management,3,2018/19,120,11.07,11.06,11.07,Third Class Honours,2020-06-30,Graduated
10000399,Business Management,1,2018/19,360,15.15,15.12,15.13,Upper Second Class Honours,2022-06-30,Graduated
10000400,Business Management,1,2018/19,360,11.73,12.96,12.35,Lower Second Class Honours,2022-06-30,Graduated
10000401,Business Management,2,2018/19,240,19.82,20.24,20.03,First Class Honours,2021-06-30,Graduated
10000402,Business Management,2,2018/19,240,6.35,4.89,5.62,Fail,2021-06-30,Deferred
10000404,Business Management,1,2018/19,360,12.07,11.91,11.99,Borderline 3rd/2.2,2022-06-30,Graduated
10000405,Business Management,1,2018/19,360,10.25,11.0,10.63,Third Class Honours,2022-06-30,Graduated
10000406,Business Management,1,2018/19,360,11.24,10.37,10.8,Third Class Honours,2022-06-30,Graduated
10000407,Business Management,1,2018/19,360,15.39,14.58,14.98,Borderline 2.2/2.1,2022-06-30,Graduated
10000408,Business Management,1,2018/19,360,19.48,20.07,19.77,First Class Honours,2022-06-30,Graduated
10000409,Business Management,1,2018/19,360,11.01,10.11,10.56,Third Class Honours,2022-06-30,Graduated
10000410,Business Management,2,2018/19,240,14.95,15.4,15.17,Upper Second Class Honours,2021-06-30,Graduated
10000411,Business Management,3,2018/19,120,16.08,14.37,15.22,Upper Second Class Honours,2020-06-30,Graduated
10000413,Business Management,1,2018/19,360,11.15,10.07,10.61,Third Class Honours,2022-06-30,Graduated
10000415,Business Management,1,2018/19,360,15.28,15.39,15.34,Upper Second Class Honours,2022-06-30,Graduated
10000416,Business Management,2,2018/19,240,14.56,14.45,14.5,Borderline 2.2/2.1,2021-06-30,Graduated
10000417,Business Management,2,2018/19,240,15.36,15.53,15.44,Upper Second Class Honours,2021-06-30,Graduated
10000418,Business Management,1,2018/19,360,10.83,14.59,12.71,Lower Second Class Honours,2022-06-30,Graduated
10000419,Business Management,1,2018/19,360,19.94,19.56,19.75,First Class Honours,2022-06-30,Graduated
10000420,Business Management,3,2018/19,120,15.75,14.25,15.0,Upper Second Class Honours,2020-06-30,Graduated
10000422,Business Management,1,2018/19,360,11.57,10.31,10.94,Third Class Honours,2022-06-30,Graduated
10000423,Business Management,1,2018/19,360,6.78,6.1,6.44,Fail,2022-06-30,Deferred
10000424,Business Management,1,2018/19,360,11.24,11.16,11.2,Third Class Honours,2022-06-30,Graduated
10000425,Business Management,1,2018/19,360,15.96,15.42,15.69,Upper Second Class Honours,2022-06-30,Graduated
10000426,Business Management,2,2018/19,240,9.16,10.67,9.92,Third Class Honours,2021-06-30,Graduated
10000429,Business Management,1,2018/19,360,13.86,15.85,14.85,Borderline 2.2/2.1,2022-06-30,Graduated
10000430,Business Management,1,2018/19,360,9.45,11.22,10.33,Third Class Honours,2022-06-30,Graduated
10000431,Business Management,1,2018/19,360,8.96,10.27,9.61,Third Class Honours,2022-06-30,Graduated
10000432,Business Management,1,2018/19,360,15.62,16.25,15.94,Upper Second Class Honours,2022-06-30,Graduated
10000433,Business Management,2,2018/19,240,15.31,14.78,15.04,Upper Second Class Honours,2021-06-30,Graduated
10000434,Business Management,1,2018/19,360,15.35,15.8,15.57,Upper Second Class Honours,2022-06-30,Graduated
10000435,Business Management,1,2018/19,360,14.65,11.15,12.9,Lower Second Class Honours,2022-06-30,Pending
10000436,Business Management,1,2018/19,360,6.18,5.96,6.07,Fail,2022-06-30,Deferred
10000437,Business Management,1,2018/19,360,7.63,12.14,9.89,Third Class Honours,2022-06-30,Graduated
10000438,Business Management,1,2018/19,360,14.91,15.76,15.34,Upper Second Class Honours,2022-06-30,Graduated
10000439,Business Management,1,2018/19,360,15.38,19.75,17.57,Borderline 2.1/1st,2022-06-30,Graduated
10000440,Business Management,1,2018/19,360,11.61,10.15,10.88,Third Class Honours,2022-06-30,Graduated
10000441,Business Management,1,2018/19,360,11.55,11.29,11.42,Third Class Honours,2022-06-30,Graduated
10000442,Business Management,1,2018/19,360,14.29,15.27,14.78,Borderline 2.2/2.1,2022-06-30,Graduated
10000443,Business Management,1,2018/19,360,11.42,9.83,10.62,Third Class Honours,2022-06-30,Graduated
10000444,Business Management,1,2018/19,360,10.41,11.06,10.74,Third Class Honours,2022-06-30,Graduated
10000445,Business Management,1,2018/19,360,9.55,7.23,8.39,Fail,2022-06-30,Deferred
10000446,Business Management,1,2018/19,360,15.75,15.73,15.74,Upper Second Class Honours,2022-06-30,Graduated
10000447,Business Management,1,2018/19,360,16.58,14.4,15.49,Upper Second Class Honours,2022-06-30,Graduated
10000448,Business Management,1,2018/19,360,20.48,19.78,20.13,First Class Honours,2022-06-30,Graduated
10000449,Business Management,3,2018/19,120,14.98,15.19,15.08,Upper Second Class Honours,2020-06-30,Graduated
10000450,Business Management,1,2018/19,360,14.4,14.29,14.35,Lower Second Class Honours,2022-06-30,Graduated
10000452,Business Management,2,2018/19,240,20.07,20.78,20.43,First Class Honours,2021-06-30,Graduated
10000453,Business Management,1,2018/19,360,10.88,14.35,12.62,Lower Second Class Honours,2022-06-30,Graduated
10000454,Business Management,1,2018/19,360,9.99,10.66,10.32,Third Class Honours,2022-06-30,Graduated
10000455,Business Management,2,2018/19,240,14.95,15.38,15.17,Upper Second Class Honours,2021-06-30,Graduated
10000458,Business Management,1,2018/19,360,15.46,16.18,15.82,Upper Second Class Honours,2022-06-30,Graduated
10000459,Business Management,1,2018/19,360,10.78,12.66,11.72,Borderline 3rd/2.2,2022-06-30,Graduated
10000460,Business Management,1,2018/19,360,19.94,20.8,20.37,First Class Honours,2022-06-30,Graduated
10000461,Business Management,1,2018/19,360,11.11,11.33,11.22,Third Class Honours,2022-06-30,Graduated
10000462,Business Management,1,2018/19,360,10.92,9.55,10.23,Third Class Honours,2022-06-30,Graduated
10000463,Business Management,1,2018/19,360,20.08,19.82,19.95,First Class Honours,2022-06-30,Graduated
10000464,Business Management,1,2018/19,360,15.43,10.68,13.06,Lower Second Class Honours,2022-06-30,Pending
10000466,Business Management,2,2018/19,240,5.62,4.59,5.11,Fail,2021-06-30,Deferred
10000467,Business Management,1,2018/19,360,11.99,11.34,11.67,Borderline 3rd/2.2,2022-06-30,Graduated
10000468,Business Management,1,2018/19,360,20.01,20.39,20.2,First Class Honours,2022-06-30,Graduated
10000469,Business Management,1,2018/19,360,14.0,14.12,14.06,Lower Second Class Honours,2022-06-30,Graduated
10000470,Business Management,1,2018/19,360,11.71,11.18,11.44,Third Class Honours,2022-06-30,Graduated
10000471,Business Management,1,2018/19,360,11.7,15.02,13.36,Lower Second Class Honours,2022-06-30,Graduated
10000472,Business Management,1,2018/19,360,10.62,8.87,9.74,Third Class Honours,2022-06-30,Pending
10000473,Business Management,1,2018/19,360,9.6,11.49,10.54,Third Class Honours,2022-06-30,Graduated
10000474,Business Management,1,2018/19,360,7.34,4.63,5.99,Fail,2022-06-30,Deferred
10000475,Business Management,1,2018/19,360,11.04,10.44,10.74,Third Class Honours,2022-06-30,Graduated
10000476,Business Management,1,2018/19,360,6.0,7.21,6.61,Fail,2022-06-30,Deferred
10000622,Accountancy & Finance,3,2019/20,120,6.54,5.97,6.25,Fail,2021-06-30,Deferred
10000623,Accountancy & Finance,1,2019/20,360,11.06,10.73,10.9,Third Class Honours,2023-06-30,Graduated
10000624,Accountancy & Finance,1,2019/20,360,11.28,10.49,10.88,Third Class Honours,2023-06-30,Graduated
10000625,Accountancy & Finance,1,2019/20,360,11.77,11.25,11.51,Borderline 3rd/2.2,2023-06-30,Graduated
10000626,Accountancy & Finance,1,2019/20,360,9.49,8.57,9.03,Third Class Honours,2023-06-30,Pending
10000627,Accountancy & Finance,2,2019/20,240,10.72,11.34,11.03,Third Class Honours,2022-06-30,Graduated
10000628,Accountancy & Finance,1,2019/20,360,5.71,6.13,5.92,Fail,2023-06-30,Deferred
10000629,Accountancy & Finance,1,2019/20,360,11.19,11.16,11.17,Third Class Honours,2023-06-30,Graduated
10000630,Accountancy & Finance,3,2019/20,120,11.83,14.31,13.07,Lower Second Class Honours,2021-06-30,Graduated
10000631,Accountancy & Finance,1,2019/20,360,14.05,15.42,14.73,Borderline 2.2/2.1,2023-06-30,Graduated
10000632,Accountancy & Finance,1,2019/20,360,14.06,14.88,14.47,Lower Second Class Honours,2023-06-30,Graduated
10000633,Accountancy & Finance,3,2019/20,120,11.13,9.59,10.36,Third Class Honours,2021-06-30,Pending
10000634,Accountancy & Finance,1,2019/20,360,10.97,10.45,10.71,Third Class Honours,2023-06-30,Graduated
10000635,Accountancy & Finance,1,2019/20,360,10.05,11.22,10.63,Third Class Honours,2023-06-30,Graduated
10000636,Accountancy & Finance,1,2019/20,360,10.85,9.42,10.13,Third Class Honours,2023-06-30,Graduated
10000637,Accountancy & Finance,3,2019/20,120,14.09,16.09,15.09,Upper Second Class Honours,2021-06-30,Graduated
10000638,Accountancy & Finance,1,2019/20,360,19.87,20.38,20.12,First Class Honours,2023-06-30,Graduated
10000639,Accountancy & Finance,1,2019/20,360,14.0,13.35,13.67,Lower Second Class Honours,2023-06-30,Pending
10000640,Accountancy & Finance,1,2019/20,360,11.4,14.5,12.95,Lower Second Class Honours,2023-06-30,Graduated
10000641,Accountancy & Finance,1,2019/20,360,15.48,12.28,13.88,Lower Second Class Honours,2023-06-30,Pending
10000642,Accountancy & Finance,1,2019/20,360,8.98,10.15,9.56,Third Class Honours,2023-06-30,Pending
10000643,Accountancy & Finance,1,2019/20,360,19.55,19.25,19.4,First Class Honours,2023-06-30,Graduated
10000644,Accountancy & Finance,3,2019/20,120,15.02,12.82,13.92,Lower Second Class Honours,2021-06-30,Pending
10000645,Accountancy & Finance,2,2019/20,240,12.25,10.12,11.19,Third Class Honours,2022-06-30,Graduated
10000646,Accountancy & Finance,1,2019/20,360,10.42,12.46,11.44,Third Class Honours,2023-06-30,Graduated
10000647,Accountancy & Finance,1,2019/20,360,13.41,19.67,16.54,Upper Second Class Honours,2023-06-30,Graduated
10000648,Accountancy & Finance,1,2019/20,360,14.56,15.73,15.14,Upper Second Class Honours,2023-06-30,Graduated
10000649,Accountancy & Finance,1,2019/20,360,11.66,11.44,11.55,Borderline 3rd/2.2,2023-06-30,Pending
10000650,Accountancy & Finance,1,2019/20,360,14.89,15.58,15.24,Upper Second Class Honours,2023-06-30,Graduated
10000651,Accountancy & Finance,2,2019/20,240,14.33,14.68,14.51,Borderline 2.2/2.1,2022-06-30,Graduated
10000652,Accountancy & Finance,1,2019/20,360,14.8,15.3,15.05,Upper Second Class Honours,2023-06-30,Graduated
10000653,Accountancy & Finance,2,2019/20,240,6.21,6.4,6.3,Fail,2022-06-30,Deferred
10000654,Accountancy & Finance,1,2019/20,360,10.37,9.77,10.07,Third Class Honours,2023-06-30,Graduated
10000655,Accountancy & Finance,1,2019/20,360,10.28,11.93,11.1,Third Class Honours,2023-06-30,Graduated
10000656,Accountancy & Finance,1,2019/20,360,5.59,7.87,6.73,Fail,2023-06-30,Deferred
10000657,Accountancy & Finance,1,2019/20,360,10.51,11.16,10.84,Third Class Honours,2023-06-30,Graduated
10000658,Accountancy & Finance,2,2019/20,240,14.8,14.9,14.85,Borderline 2.2/2.1,2022-06-30,Graduated
10000659,Accountancy & Finance,1,2019/20,360,19.84,19.81,19.82,First Class Honours,2023-06-30,Graduated
10000660,Accountancy & Finance,1,2019/20,360,15.6,14.19,14.9,Borderline 2.2/2.1,2023-06-30,Graduated
10000661,Accountancy & Finance,2,2019/20,240,9.86,9.78,9.82,Third Class Honours,2022-06-30,Graduated
10000662,Accountancy & Finance,1,2019/20,360,6.12,6.31,6.21,Fail,2023-06-30,Deferred
